"User-ID;""Location"";""Age"""
"120793;""london", ontario," canada"";""51"""
"120797;""calgary", alberta," canada"";NULL"
"120801;""woodbury", minnesota," usa"";""51"""
"120805;""loudonville", ohio," usa"";NULL"
"120809;""bristow", virginia," usa"";""59"""
"120813;""summit", new jersey," usa"";NULL"
"120817;""stafford", virginia," usa"";""33"""
"120821;""tucson", arizona," usa"";""48"""
"120825;""new brunswick", new jersey," usa"";""34"""
"120829;""mesquite", texas," usa"";NULL"
"120834;""las cruces", new mexico," usa"";NULL"
"120838;""boston", massachusetts," usa"";NULL"
"120842;""nepean", ontario," canada"";""76"""
"120846;""new york", new york," usa"";NULL"
"120850;""st.john`s", newfoundland," canada"";""23"""
"120854;""tulsa", oklahoma," usa"";""31"""
"120858;""tecumseh", michigan," usa"";""53"""
"120862;""red deer", alberta," canada"";""40"""
"120866;""vashon", washington," usa"";""38"""
"120870;""bangkok", n/a," thailand"";NULL"
"120875;""adelaide", south australia," australia"";""55"""
"120879;""phoenix", arizona," usa"";NULL"
"120883;""ascot vale", victoria," australia"";""30"""
"120887;""kuala lumpur", n/a," malaysia"";""30"""
"120891;""erie", pennsylvania," usa"";NULL"
"120895;""anchorage", alaska," usa"";NULL"
"120899;""paris", paris," france"";""38"""
"120903;""hillsborough", north carolina," usa"";""28"""
"120907;""sewickley", pennsylvania," usa"";""62"""
"120911;""northbridge", western australia," australia"";""39"""
"120915;""churchville", newfoundland," usa"";NULL"
"120919;""rochester", new york," usa"";NULL"
"120923;""easthampton", massachusetts," usa"";""35"""
"120927;""christchurch", canterbury," new zealand"";NULL"
"120931;""kent", washington," usa"";NULL"
"120935;""st. john`s", newfoundland," canada"";""37"""
"120939;""broomfield", colorado," usa"";""15"""
"120943;""cieza", murcia," spain"";""25"""
"120947;""cambria", california," usa"";NULL"
"120951;""weare", new hampshire," usa"";""38"""
"120955;""portland", oregon," usa"";NULL"
"120959;""ostermundigen", bern," switzerland"";""56"""
"120963;""cincinnati", ohio," usa"";NULL"
"120967;""lindsay", ontario," canada"";""52"""
"120971;""silver spring", maryland," usa"";""41"""
"120975;""las vegas", nevada," usa"";""25"""
"120979;""melbourne", victoria," australia"";""25"""
"120983;""milwaukee", wisconsin," usa"";NULL"
"120987;""salt lake city", utah," usa"";NULL"
"120991;""urbana", illinois," usa"";NULL"
"120995;""maplewood", missouri," usa"";""67"""
"120999;""douglas", wyoming," usa"";NULL"
"121003;""fpo", okinawa, japan military," usa"";NULL"
"121007;""halifax", nova scotia," canada"";NULL"
"121011;""hanford", california," usa"";""54"""
"121015;""brighton", england," united kingdom"";NULL"
"121019;""wolverhampton", england," united kingdom"";NULL"
"121023;""latham", new york," usa"";NULL"
"121027;""sydney", new south wales," australia"";""23"""
"121031;""münchen", bayern," germany"";""42"""
"121035;""rancho cordova", california," usa"";""39"""
"121039;""knoxville", tennessee," usa"";""49"""
"121043;""culpeper", virginia," usa"";NULL"
"121047;""whitefish bay", wisconsin," usa"";""37"""
"121051;""norwich", england," united kingdom"";""46"""
"121055;""san francisco", california," usa"";NULL"
"121059;""barcelona", barcelona," spain"";""51"""
"121063;""louisville", colorado," usa"";NULL"
"121067;""beverly hillw", california," usa"";""39"""
"121071;""chester", england," united kingdom"";NULL"
"121075;""milton keynes", england," united kingdom"";""29"""
"121079;""carmichael", california," usa"";NULL"
"121083;""monessen", pennsylvania," usa"";""38"""
"121087;""chardon", ohio," usa"";NULL"
"121091;""aberdeen", scotland," united kingdom"";""49"""
"121095;""stamford", connecticut," usa"";NULL"
"121099;""staten island", new york," usa"";NULL"
"121103;""stockholm", n/a," sweden"";""33"""
"121107;""norfolk", virginia," usa"";NULL"
"121111;""san diego", california," usa"";NULL"
"121115;""christchurch", new zealand," new zealand"";NULL"
"121119;""sag harbor", new york," usa"";""50"""
"121123;""dffdfdfd", dffdvg ddf," australia"";NULL"
"121127;""glenwood", maryland," usa"";NULL"
"121131;""northwood", middlesex," united kingdom"";NULL"
"121135;""houston", texas," usa"";NULL"
"121139;""watertown", wisconsin," usa"";NULL"
"121143;""glendale", california," usa"";""31"""
"121147;""waterbury", connecticut," usa"";NULL"
"121151;""neosho", missouri," usa"";""24"""
"121155;""new york", new york," usa"";""27"""
"121159;""stuttgart", baden-wuerttemberg," germany"";""29"""
"121163;""washington", dc," usa"";NULL"
"121167;""centennial", colorado," usa"";NULL"
"121171;""st. louis", missouri," usa"";NULL"
"121175;""liberty", missouri," usa"";NULL"
"121179;""san felipe", tennessee," chile"";""36"""
"121183;""carnesville", georgia," usa"";""29"""
"121187;""halifax", nova scotia," canada"";NULL"
"121191;""bexley", ohio," usa"";NULL"
"121195;""mcallen", texas," usa"";NULL"
"121199;""norman", oklahoma," usa"";""32"""
"121203;""virginia beach", virginia," usa"";""23"""
"121207;""triangle", virginia," usa"";NULL"
"121212;""austin", texas," usa"";""27"""
"121216;""west bloomfield", michigan," usa"";""17"""
"121220;""culpeper", virginia," usa"";NULL"
"121224;""hillsborough", california," usa"";NULL"
"121228;""caracas", dc," venezuela"";""36"""
"121232;""garland", texas," usa"";""52"""
"121236;""new bern", north carolina," usa"";NULL"
"121240;""madrid", madrid," spain"";NULL"
"121244;""durham", north carolina," usa"";""10"""
"121248;""warsaw", n/a," poland"";""24"""
"121252;""largo canyon", new mexico," usa"";""50"""
"121256;""portland", oregon," usa"";NULL"
"121261;""cottage grove", minnesota," usa"";NULL"
"121265;""brisbane", queensland," australia"";""22"""
"121269;""modesto", california," usa"";NULL"
"121273;""yuma", arizona," usa"";""52"""
"121277;""tarragona", catalunya," spain"";""38"""
"121281;""new york", new york," usa"";""29"""
"121285;""la jolla", california," usa"";NULL"
"121289;""denver", colorado," usa"";NULL"
"121293;""sant fruitos", barcelona," spain"";""48"""
"121297;""smyrna", tn," rutherford"";NULL"
"121301;""bristol", england," united kingdom"";NULL"
"121305;""masury", ohio," usa"";NULL"
"121309;""gilbert", arizona," usa"";NULL"
"121313;""durham", maine," usa"";NULL"
"121317;""somerville", massachusetts," usa"";NULL"
"121321;""conshohocken", pennsylvania," usa"";""23"""
"121326;""santiago de compostela", galicia," spain"";""16"""
"121330;""chilhowie", virginia," usa"";NULL"
"121334;""laval", quebec," canada"";""58"""
"121338;""dunedin", n/a," new zealand"";""22"""
"121342;""la ronge", saskatchewan," canada"";""29"""
"121346;""amherst", new york," usa"";""61"""
"121350;""dillwyn", virginia," usa"";""25"""
"121354;""paris", paris," france"";""31"""
"121358;""los angeles", california," usa"";""32"""
"121362;""savannah", georgia," usa"";""38"""
"121366;""kitchener/lindsay", ontario," canada"";""21"""
"121370;""edina", minnesota," usa"";NULL"
"121374;""wenatchee", washington," usa"";NULL"
"121378;""ottawa", ontario," canada"";""32"""
"121382;""ocala", florida," usa"";""15"""
"121386;""chicago", illinois," usa"";NULL"
"121390;""perth", western australia," australia"";NULL"
"121394;""beale afb", california," usa"";""21"""
"121398;""chicago", illinois," usa"";""26"""
"121402;""brooklyn", new york," usa"";NULL"
"121406;""barcelona", catalonia," spain"";NULL"
"121410;""tuxtepec", oaxaca," mexico"";""30"""
"121414;""west hartford", connecticut," usa"";""22"""
"121418;""chicago", illinois," usa"";NULL"
"121422;""bucaramanga", santander," colombia"";""27"""
"121426;""sydney", new south wales," australia"";""1"""
"121430;""torrent", valencia," spain"";""22"""
"121435;""regensburg", bayern," germany"";""26"""
"121439;""middletown", new jersey," usa"";NULL"
"121443;""edison", washington," usa"";NULL"
"121447;""münchen", bayern," germany"";""0"""
"121451;""saint paul", minnesota," usa"";NULL"
"121455;""rancho cordova", california," usa"";""74"""
"121459;""richmond", virginia," usa"";NULL"
"121463;""lindenhurst", new york," usa"";NULL"
"121467;""danville", california," usa"";NULL"
"121471;""lexington", kentucky," usa"";""38"""
"121475;""surrey", british columbia," canada"";NULL"
"121479;""chicago", illinois," usa"";""60"""
"121483;""dumfries", virginia," usa"";NULL"
"121487;""odessa", saskatchewan," canada"";""51"""
"121491;""columbus", ohio," usa"";NULL"
"121495;""san diego", california," usa"";NULL"
"121499;""wo³czkowo", zachodniopomorskie," poland"";""19"""
"121503;""florissant", missouri," usa"";""44"""
"121507;""webster groves", missouri," usa"";""53"""
"121511;""victoria", british columbia," canada"";NULL"
"121515;""louisiana", missouri," usa"";NULL"
"121519;""joshua tree", ,";NULL
121520"";""columbia heights", minnesota," usa"";""25"""
"121524;""chicago", illinois," usa"";NULL"
"121528;""encino", california," usa"";""43"""
"121532;""lexington", kentucky," usa"";NULL"
"121536;""rome", lazio," italy"";""31"""
"121540;""denton", texas," usa"";""27"""
"121544;""west chester", pennsylvania," usa"";""21"""
"121548;""nyc", georgia," usa"";NULL"
"121552;""rienzi", mississippi," usa"";NULL"
"121556;""toronto", ontario," canada"";NULL"
"121560;""san francisco", california," usa"";NULL"
"121564;""wimbledon", london," united kingdom"";NULL"
"121568;""tampa", florida," usa"";NULL"
"121572;""sebastopol", california," usa"";""59"""
"121576;""wooster", ohio," usa"";""19"""
"121580;""monterrey", nuevo león," mexico"";""15"""
"121584;""dallas", texas," usa"";""24"""
"121588;""north bay", ontario," canada"";""33"""
"121592;""half moon bay", california," usa"";NULL"
"121596;""milford", new hampshire," usa"";NULL"
"121600;""changzhou", jiangsu provice," china"";NULL"
"121604;""wigan", england," united kingdom"";NULL"
"121608;""lima", n/a," peru"";""52"""
"121612;""hinte", niedersachsen," germany"";NULL"
"121616;""portonovo", pontevedra," spain"";""35"""
"121620;""palm desert", california," usa"";NULL"
"121624;""florence", n/a," italy"";""26"""
"121628;""miami", florida," usa"";NULL"
"121632;""cuautitlan izcalli", trentino alto adige," moldova"";""38"""
"121636;""capital federal", buenos aires," argentina"";""32"""
"121640;""barcelona", barcelona," spain"";""29"""
"121644;""cadiz", andalucia," spain"";""44"""
"121648;""sevilla", sevilla," spain"";""26"""
"121652;""salvador - bahia", n/a," brazil"";""32"""
"121656;""cartagena", murcia," spain"";""29"""
"121660;""vega baja", puerto rico," usa"";NULL"
"121664;""bilbao", friuli venezia giulia," spain"";""29"""
"121668;""tampere", pirkanmaa," finland"";""40"""
"121672;""palma", illes balears," spain"";""42"""
"121676;""sabadell", berlin," spain"";""31"""
"121680;""newastle", n/a," united kingdom"";""61"""
"121684;""bogota", n/a," colombia"";""40"""
"121688;""ramada", lisbon," portugal"";""16"""
"121692;""santiago", región metropolitana," chile"";""32"""
"121696;""salta", n/a," argentina"";""32"""
"121700;""madrid", madrid," spain"";""20"""
"121704;""llíria", comunidad valenciana," spain"";""53"""
"121708;""monterrey", nuevo leon," mexico"";""45"""
"121712;""santa rita do passa quatro", são paulo," brazil"";""33"""
"121716;""sant`antimo", campania," italy"";NULL"
"121720;""dumaguete", visayas," philippines"";NULL"
"121724;""croydon", surrey," united kingdom"";""37"""
"121728;""mooloolah", queensland," australia"";""16"""
"121732;""san josé", san josé," costa rica"";""49"""
"121736;""columbus", ohio," usa"";""27"""
"121740;""vancouver", british columbia," canada"";""43"""
"121744;""east melbourne", victoria," australia"";NULL"
"121748;""auckland", n/a," new zealand"";""31"""
"121752;""plymouth", michigan," usa"";""27"""
"121756;""grugliasco", piemonte," italy"";NULL"
"121760;""bruehl", baden-wuerttemberg," germany"";""28"""
"121764;""perth", western australia," australia"";""24"""
"121768;""berkeley", california," usa"";NULL"
"121772;""limerick", pennsylvania," usa"";""39"""
"121776;""nelson", british columbia," canada"";NULL"
"121781;""brisbane", queensland," australia"";NULL"
"121785;""ottawa", ontario," canada"";NULL"
"121789;""toronto", ontario," canada"";""62"""
"121793;""bakersfield", california," usa"";NULL"
"121797;""stoke on trent", england," united kingdom"";NULL"
"121801;""melbourne", victoria," australia"";NULL"
"121805;""loveland", colorado," usa"";""44"""
"121809;""chester", massachusetts," usa"";NULL"
"121813;""los angeles", california," usa"";NULL"
"121817;""ballston spa", new york," usa"";""38"""
"121821;""vancouver", british columbia," canada"";""27"""
"121825;""laguna beach", california," usa"";NULL"
"121829;""chilton", wisconsin," usa"";""55"""
"121833;""woburn", massachusetts," usa"";""62"""
"121837;""dartmouth", nova scotia," canada"";""27"""
"121841;""fort worth", texas," usa"";""32"""
"121845;""oak park", illinois," usa"";NULL"
"121849;""santa clarita", california," usa"";""47"""
"121853;""altamont", new york," usa"";NULL"
"121857;""woodcliff lake", new jersey," usa"";NULL"
"121861;""calgary", alberta," canada"";NULL"
"121865;""north vancouver", british columbia," canada"";NULL"
"121869;""berlin", berlin," germany"";""19"""
"121873;""mt. kisco", new york," usa"";NULL"
"121877;""croydon", surrey," united kingdom"";""41"""
"121881;""svendborg", fyn," denmark"";NULL"
"121885;""st. ives", new south wales," australia"";""50"""
"121889;""london", england," united kingdom"";""55"""
"121893;""dayton", ohio," usa"";""75"""
"121897;""matawan", new jersey," usa"";""62"""
"121901;""wodonga", victoria," australia"";NULL"
"121905;""lehi", utah," usa"";NULL"
"121910;""awsworth", united kingdon," united kingdom"";""36"""
"121914;""kuching", sarawak," malaysia"";NULL"
"121918;""lisieux", normandy," france"";""46"""
"121922;""thealka", kentucky," usa"";""45"""
"121926;""peoria", illinois," usa"";NULL"
"121930;""rio grande", puerto rico," usa"";""49"""
"121934;""baltimore", maryland," usa"";""45"""
"121938;""houston", texas," usa"";NULL"
"121942;""toledo", ohio," usa"";""60"""
"121946;""nashua", new hampshire," usa"";NULL"
"121950;""wichita", kansas," usa"";""23"""
"121954;""springfield", illinois," usa"";NULL"
"121958;""burbank", california," usa"";""60"""
"121962;""montreal", quebec," canada"";""31"""
"121966;""lagrange", georgia," usa"";""55"""
"121970;""san francisco", california," usa"";NULL"
"121974;""kingston", ontario," canada"";NULL"
"121978;""melbourne", victoria," australia"";""47"""
"121982;""corvallis", oregon," usa"";NULL"
"121986;""atlanta", georgia," usa"";""54"""
"121990;""chesapeake", virginia," usa"";""62"""
"121994;""coldstream", victoria," australia"";NULL"
"121998;""oceanside", california," usa"";NULL"
"122002;""cedar park", texas," usa"";""35"""
"122006;""erfurt", ,";NULL
122007"";""aylett", virginia," usa"";""39"""
"122011;""robbinsdale", minnesota," usa"";""43"""
"122015;""saskatoon", saskatchewan," canada"";""39"""
"122019;""gilgandra", new south wales," australia"";NULL"
"122023;""valdese", north carolina," usa"";NULL"
"122027;""valdemoro", madrid," spain"";""30"""
"122031;""nashua", new hampshire," usa"";""23"""
"122035;""graz", ," austria"";""32"""
"122039;""pontevedra"," \""n/a\"""," spain"";""29"""
"122043;""san nicolás", buenos aires," argentina"";""28"""
"122047;""valencia", comunidad valenciana," spain"";""57"""
"122051;""street", somerset," united kingdom"";""33"""
"122055;""london", england," united kingdom"";NULL"
"122059;""ottawa", ontario," canada"";NULL"
"122063;""roanoke", virginia," usa"";""34"""
"122067;""calgary", alberta," canada"";NULL"
"122071;""madrid", madrid," spain"";""23"""
"122075;""houston", texas," usa"";NULL"
"122079;""oakland", california," usa"";NULL"
"122083;""vancouver", british columbia," canada"";NULL"
"122087;""hot springs", arkansas," usa"";""26"""
"122091;""santa monica", california," usa"";NULL"
"122095;""portland", oregon," usa"";NULL"
"122100;""albacete", albacete," spain"";""29"""
"122104;""melbourne", victoria," australia"";NULL"
"122108;""college station", texas," usa"";NULL"
"122112;""milwaukee", wisconsin," usa"";NULL"
"122116;""arlington", texas," usa"";""16"""
"122120;""belo horizonte", minas gerais," brazil"";""25"""
"122124;""mobile", alabama," usa"";NULL"
"122128;""eugene", oregon," usa"";NULL"
"122132;""orange city", iowa," usa"";""32"""
"122136;""krakow", malopolska," poland"";""29"""
"122140;""omaha", nebraska," usa"";NULL"
"122144;""jefferson", georgia," usa"";""55"""
"122148;""copenhagen", n/a," denmark"";NULL"
"122152;""victoria", british columbia," canada"";""30"""
"122156;""hyderabad", andhra pradesh," india"";""29"""
"122160;""brasília", distrito federal," brazil"";""26"""
"122164;""castle rock", colorado," usa"";NULL"
"122168;""dortmund", nordrhein-westfalen," germany"";NULL"
"122172;""hamburg", hamburg," germany"";NULL"
"122176;""rostock", mecklenburg-vorpommern," germany"";""23"""
"122180;""aachen", nordrhein-westfalen," germany"";""17"""
"122184;""south mills", north carolina," usa"";""41"""
"122188;""n/a", n/a,";NULL
122189"";""wolfsburg", niedersachsen," germany"";""40"""
"122193;""rozzano", lombardia," italy"";""41"""
"122197;""selangor", n/a," malaysia"";""47"""
"122201;""toronto", ontario," canada"";NULL"
"122205;""arlington", virginia," usa"";NULL"
"122209;""pittsburgh", pennsylvania," usa"";""33"""
"122213;""brighton", england," united kingdom"";""36"""
"122217;""ewing", new jersey," usa"";""20"""
"122221;""templeton", california," usa"";NULL"
"122225;""nottingham", nottinghamshire," united kingdom"";NULL"
"122229;""carnforth", lancashire," united kingdom"";NULL"
"122233;""london", england," united kingdom"";NULL"
"122237;""bucquoy", pas de calais," france"";""33"""
"122241;""london", england," united kingdom"";""29"""
"122245;""white bear lake", minnesota," usa"";""39"""
"122249;""saugerties", new york," usa"";NULL"
"122253;""london", n/a," united kingdom"";""31"""
"122257;""niederndodeleben", sachsen-anhalt," germany"";""18"""
"122261;""valladolid", valladolid," spain"";""54"""
"122265;""essenheim", rheinland-pfalz," germany"";NULL"
"122269;""lakeside", california," usa"";NULL"
"122273;""jakarta", dki jakarta," indonesia"";NULL"
"122277;""lismore", new south wales," australia"";""16"""
"122281;""nottingham", midlands uk," united kingdom"";""30"""
"122285;""raleigh", north carolina," usa"";NULL"
"122289;""erfurt", thueringen," germany"";""24"""
"122293;""beaverton", oregon," usa"";""38"""
"122297;""christchurch", canterbury," new zealand"";""54"""
"122301;""angra dos reis", n/a," brazil"";""33"""
"122305;""bolingbrook", illinois," usa"";""13"""
"122309;""toronto", ontario," canada"";NULL"
"122313;""footscray", victoria," australia"";""36"""
"122317;""ringwood north", victoria," australia"";NULL"
"122321;""jacksonville", north carolina," usa"";""23"""
"122325;""edinburg", texas," usa"";""27"""
"122329;""madrid", madrid," spain"";""42"""
"122333;""utrecht", utrecht," netherlands"";""25"""
"122337;""san clemente", california," usa"";""27"""
"122341;""barcelona", n/a," spain"";""21"""
"122345;""altenburg", thueringen," germany"";NULL"
"122349;""omaha", nebraska," usa"";""28"""
"122353;""altadena", california," usa"";""23"""
"122357;""buenos aires", bahia blanca," argentina"";""36"""
"122361;""mörlenbach", rheinland-pfalz," germany"";""33"""
"122365;""busselton", western australia," australia"";""28"""
"122370;""fensdorf", rheinland-pfalz," germany"";NULL"
"122374;""oakland", california," usa"";NULL"
"122378;""warrenville", illinois," usa"";NULL"
"122382;""paris", paris," france"";""26"""
"122386;""manistee", michigan," usa"";""31"""
"122390;""york", england," united kingdom"";""41"""
"122394;""so pasadena", california," usa"";NULL"
"122398;""lincoln", nebraska," usa"";""19"""
"122402;""union", kentucky," usa"";""21"""
"122406;""ottawa", ontario," canada"";""25"""
"122410;""west des moines", iowa," usa"";NULL"
"122414;""lyons", colorado," usa"";""43"""
"122418;""gastonia", north carolina," usa"";""37"""
"122422;""altamonte springs", florida," usa"";""17"""
"122426;""vancouver", british columbia," canada"";""23"""
"122430;""lapeer", michigan," usa"";""47"""
"122434;""cinnaminson", new jersey," usa"";""61"""
"122438;""vestavia hills", alabama," usa"";NULL"
"122442;""havertown", pennsylvania," usa"";""34"""
"122446;""jackson", michigan," usa"";NULL"
"122450;""adelaide", south australia," australia"";""49"""
"122454;""farmington hills", michigan," usa"";""42"""
"122458;""river forest", illinois," usa"";""45"""
"122462;""raleigh", north carolina,";NULL
122463"";""london", england," united kingdom"";NULL"
"122467;""rensselaer", indiana," usa"";""36"""
"122471;""columbia", south carolina," usa"";NULL"
"122475;""harrogate", england," united kingdom"";""43"""
"122479;""roseville", minnesota," usa"";""67"""
"122483;""hannover", niedersachsen," germany"";""19"""
"122487;""clarksville", tennessee," usa"";""41"""
"122491;""amarillo", texas," usa"";""21"""
"122495;""sydney", nsw," australia"";NULL"
"122499;""portland", oregon," usa"";NULL"
"122503;""naples", florida," usa"";""38"""
"122507;""richmond", british columbia," canada"";NULL"
"122511;""dublin", leinster," ireland"";""50"""
"122515;""yakima", washington," usa"";NULL"
"122519;""bronx", new york," usa"";NULL"
"122523;""rochester", new york," usa"";""24"""
"122527;""amsterdam", netherlands," netherlands"";NULL"
"122531;""columbia", south carolina," usa"";NULL"
"122535;""rio de janeiro", rio de janeiro," brazil"";NULL"
"122539;""plano", texas," usa"";""33"""
"122543;""tyler", texas," usa"";NULL"
"122547;""curitiba", paraná," brazil"";""41"""
"122551;""lichtenau", baden-wuerttemberg," germany"";""20"""
"122555;""paris", paris," france"";NULL"
"122559;""san severo", puglia," italy"";""21"""
"122563;""greensboro", north carolina," usa"";NULL"
"122567;""west des moines", iowa," usa"";NULL"
"122571;""bloomington", indiana," usa"";NULL"
"122575;""mabelvale", arkansas," usa"";""41"""
"122579;""st albans", victoria," australia"";""19"""
"122583;""shady spring", west virginia," usa"";""17"""
"122587;""kiel", schleswig-holstein," germany"";""33"""
"122591;""schärding", upper austria," austria"";""23"""
"122595;""madrid", madrid," spain"";""32"""
"122599;""candelaria", s/c de tenerife," spain"";""16"""
"122603;""salvador", bahia," brazil"";""21"""
"122607;""chicago", illinois," usa"";""42"""
"122611;""herten", nordrhein-westfalen," germany"";""24"""
"122615;""são paulo", são paulo," brazil"";""15"""
"122619;""lagos", lagos," nigeria"";""28"""
"122623;""trier", rheinland-pfalz," germany"";""26"""
"122627;""beetz ot kremmen", brandenburg," germany"";NULL"
"122631;""warrensburg", missouri," usa"";""50"""
"122635;""stuttgart/ tübingen", baden-wuerttemberg," germany"";NULL"
"122639;""temecula", california," usa"";NULL"
"122643;""cincinnati", ohio," usa"";NULL"
"122647;""novato", california," usa"";NULL"
"122651;""portland", oregon," usa"";NULL"
"122655;""wuppertal", nordrhein-westfalen," germany"";""14"""
"122659;""chemainus", british columbia," canada"";""30"""
"122663;""madrid", madrid," spain"";""17"""
"122667;""washington", dc, dc," usa"";NULL"
"122671;""fort huachuca", arizona," usa"";""32"""
"122675;""edisto island", ,";NULL
122676"";""morganton", north carolina," usa"";""36"""
"122680;""shaoguan", china," china"";NULL"
"122684;""boston", massachusetts," usa"";""0"""
"122688;""brighton", michigan," usa"";NULL"
"122693;""marina del rey", california," usa"";NULL"
"122697;""sevilla", sevilla," spain"";""44"""
"122701;""delta", british columbia," canada"";NULL"
"122705;""luton", bedfordshire," united kingdom"";""50"""
"122709;""rotherham", england," united kingdom"";NULL"
"122713;""torroella de montgri", girona," spain"";""20"""
"122717;""valladolid", n/a," spain"";""40"""
"122721;""warrandyte", victoria," australia"";""44"""
"122725;""ulm", bayern," germany"";NULL"
"122729;""norwich", england," united kingdom"";NULL"
"122733;""roma", lazio," italy"";NULL"
"122737;""hartford", connecticut," usa"";NULL"
"122741;""meadow lake", saskatchewan," canada"";""25"""
"122745;""victoria", british columbia," canada"";NULL"
"122749;""breslau", ontario," canada"";""39"""
"122753;""lewisville", texas," usa"";""27"""
"122757;""barcelona", catalunya," spain"";""21"""
"122761;""ejea de los caballeros", zaragoza," spain"";""25"""
"122765;""san diego", california," usa"";NULL"
"122769;""st. petersburg", florida," usa"";NULL"
"122773;""minneapolis", minnesota," usa"";""36"""
"122777;""kuala lumpur", taman oug," malaysia"";""29"""
"122781;""juneau", alaska," usa"";NULL"
"122785;""crewe", cheshire," united kingdom"";""31"""
"122789;""holt", missouri," usa"";NULL"
"122793;""omemee", ontario," canada"";""46"""
"122797;""singapore", n/a," singapore"";NULL"
"122801;""elm grove", wisconsin," usa"";""38"""
"122806;""bedworth", england," united kingdom"";""64"""
"122810;""wynnewood", pennsylvania," usa"";""50"""
"122814;""napa", california," usa"";""15"""
"122818;""felixstowe", suffolk," united kingdom"";NULL"
"122822;""beijing", beijing," china"";""26"""
"122826;""edinburgh", scotland," united kingdom"";""27"""
"122830;""baton rouge", louisiana," usa"";""21"""
"122834;""fredericton", new brunswick," canada"";NULL"
"122838;""austin", texas," usa"";""55"""
"122842;""bethlehem", pennsylvania," usa"";""26"""
"122846;""haysville", ,";NULL
122847"";""haysville", kansas," usa"";NULL"
"122851;""bethesda", maryland," usa"";NULL"
"122855;""cologne", nordrhein-westfalen," germany"";NULL"
"122859;""vancouver", british columbia," canada"";""14"""
"122863;""el mirage", arizona," usa"";""14"""
"122867;""rochester", new york," usa"";""56"""
"122871;""albuquerque", new mexico," usa"";NULL"
"122875;""front royal", virginia," usa"";""23"""
"122879;""menmuir", angus," scotland"";NULL"
"122883;""baltimore", maryland," usa"";NULL"
"122887;""colorado springs", colorado," usa"";NULL"
"122891;""melbourne", victoria," australia"";NULL"
"122895;""north royalton", ohio," usa"";""63"""
"122899;""florence", alabama," usa"";""62"""
"122903;""ny", new york," usa"";""27"""
"122907;""denver", colorado," usa"";NULL"
"122911;""sykesville", maryland," usa"";""33"""
"122915;""village", oklahoma," usa"";""55"""
"122919;""duluth", minnesota," usa"";""12"""
"122923;""beverly hills", california," usa"";""46"""
"122927;""birmingham", alabama," usa"";""20"""
"122931;""paris", ile de france," france"";""22"""
"122935;""terrassa", barcelona," spain"";""31"""
"122939;""taipei", taiwan," taiwan"";NULL"
"122943;""barcelona", catalunya," spain"";""34"""
"122947;""miami", florida," usa"";""19"""
"122951;""baltimore", maryland," usa"";""44"""
"122955;""istanbul", uskudar," turkey"";NULL"
"122959;""tucson", arizona," usa"";""11"""
"122963;""33824 werther", nordrhein-westfalen," germany"";""104"""
"122967;""badalona", wisconsin," spain"";""23"""
"122971;""nottingham", england," united kingdom"";NULL"
"122975;""mannheim", baden-wuerttemberg," germany"";""25"""
"122979;""vienna", n/a," austria"";""15"""
"122983;""san juan", puerto rico," puerto rico"";NULL"
"122987;""chicago", illinois," usa"";NULL"
"122991;""washington", dc," usa"";NULL"
"122995;""holyoke", massachusetts," usa"";NULL"
"122999;""orchard park", new york," usa"";""33"""
"123003;""buenos aires", capital federal," argentina"";""29"""
"123007;""agoura hills", california," usa"";""46"""
"123011;""milanello", n/a," italy"";NULL"
"123015;""shasta lake city", ,";NULL
123016"";""helsinki", n/a," finland"";""27"""
"123020;""lincoln", england," united kingdom"";""35"""
"123024;""espoo", n/a," finland"";NULL"
"123028;""dawson creek", british columbia," canada"";NULL"
"123032;""avoca beach", n.s.w.," australia"";NULL"
"123036;""cleveland", ohio," usa"";""29"""
"123040;""san rafael", california," usa"";""74"""
"123044;""bangsar", kl," malaysia"";NULL"
"123048;""winnipeg", manitoba," canada"";NULL"
"123052;""newport coast", california," usa"";NULL"
"123056;""halifax", nova scotia," canada"";""32"""
"123060;""erlanger", kentucky," usa"";NULL"
"123064;""vancouver", ,";NULL
123065"";""las vegas", nevada," usa"";""45"""
"123069;""hot springs village", arkansas," usa"";NULL"
"123073;""marion", indiana," usa"";""64"""
"123077;""east hampton", new york," usa"";""34"""
"123081;""naugatuck", connecticut," usa"";NULL"
"123085;""atlanta", georgia," usa"";""19"""
"123089;""cleveland", ohio," usa"";""35"""
"123093;""holliston", massachusetts," usa"";NULL"
"123097;""iowa city", iowa," usa"";""41"""
"123101;""fort lauderdale", florida," usa"";""31"""
"123105;""santa ana", california," usa"";""44"""
"123109;""palmerston", northern territory," australia"";""42"""
"123113;""hillsdale", michigan," usa"";""50"""
"123117;""essex", england," united kingdom"";""26"""
"123121;""albuquerque", new mexico," usa"";NULL"
"123125;""mesa", arizona," usa"";NULL"
"123129;""lafayette", california," usa"";""15"""
"123133;""westchester", new york," usa"";""17"""
"123137;""decatur", georgia," usa"";NULL"
"123141;""irving", texas," usa"";""24"""
"123145;""brooklyn park", minnesota," usa"";NULL"
"123149;""las palmas de gran canaria", canarias," spain"";""48"""
"123153;""panorama city", california," usa"";NULL"
"123157;""longview", washington," usa"";""15"""
"123161;""bismarck", arkansas," usa"";NULL"
"123165;""rockhampton", queensland," australia"";NULL"
"123169;""aberdeen", scotland," united kingdom"";""30"""
